职位名称,职位链接,职位类别,人数,工作地点,发布时间
['24491-Sr. Influencer Marketing Manager(USA)'],['position_detail.php?id=39626&keywords=&tid=0&lid=0'],['市场类'],['1'],['美国'],['2018-05-07']
['25663-金融云高级渠道运营经理(深圳)'],['position_detail.php?id=39628&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['6486-IEG行政事务副总监（深圳）'],['position_detail.php?id=39629&keywords=&tid=0&lid=0'],,['1'],['深圳'],['2018-05-07']
['MIG16-LBS高级数据产品经理（北京）'],['position_detail.php?id=39630&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['北京'],['2018-05-07']
['SNG01-腾讯文档Web前端开发工程师（深圳）'],['position_detail.php?id=39632&keywords=&tid=0&lid=0'],['技术类'],['3'],['深圳'],['2018-05-07']
['24491-Influencer Marketing Manager(USA)'],['position_detail.php?id=39623&keywords=&tid=0&lid=0'],['市场类'],['1'],['美国'],['2018-05-07']
['24491-Senior UA manager(USA)'],['position_detail.php?id=39624&keywords=&tid=0&lid=0'],['市场类'],['1'],['美国'],['2018-05-07']
['24491-UA Manager(USA)'],['position_detail.php?id=39625&keywords=&tid=0&lid=0'],['市场类'],['1'],['美国'],['2018-05-07']
['24491-e-Sports Manager'],['position_detail.php?id=39627&keywords=&tid=0&lid=0'],['市场类'],['1'],['美国'],['2018-05-07']
['OMG097-iOS客户端开发'],['position_detail.php?id=39617&keywords=&tid=0&lid=0'],['技术类'],['1'],['北京'],['2018-05-07']
['24491-Contract Graphic Designer'],['position_detail.php?id=39620&keywords=&tid=0&lid=0'],['设计类'],['1'],['美国'],['2018-05-07']
['24491-Sr. Data Scientist'],['position_detail.php?id=39621&keywords=&tid=0&lid=0'],['市场类'],['1'],['美国'],['2018-05-07']
['24491-Content Manager'],['position_detail.php?id=39622&keywords=&tid=0&lid=0'],['市场类'],['1'],['美国'],['2018-05-07']
['24111-交互设计师'],['position_detail.php?id=39611&keywords=&tid=0&lid=0'],['设计类'],['1'],['深圳'],['2018-05-07']
['RP-应用开发工程师（深圳）'],['position_detail.php?id=39613&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['MIG12-高级服务器开发工程师（深圳）'],['position_detail.php?id=39614&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['MIG12-高级后台开发工程师（深圳）'],['position_detail.php?id=39615&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['16810-腾讯动漫产品策划经理（深圳）'],['position_detail.php?id=39616&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['OMG097-Android客户端开发'],['position_detail.php?id=39618&keywords=&tid=0&lid=0'],['技术类'],['1'],['北京'],['2018-05-07']
['MIG13-通讯安全后台开发工程师（深圳）'],['position_detail.php?id=39604&keywords=&tid=0&lid=0'],['技术类'],['2'],['深圳'],['2018-05-07']
['SNG11-高级系统技术工程师（深圳）'],['position_detail.php?id=39606&keywords=&tid=0&lid=0'],['技术类'],['2'],['深圳'],['2018-05-07']
['15575-《王者荣耀》高级客户端开发工程师（成都）'],['position_detail.php?id=39607&keywords=&tid=0&lid=0'],['技术类'],['1'],['成都'],['2018-05-07']
['25923-手游网络加速Android工程师（深圳）'],['position_detail.php?id=39609&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['TEG12-IDC高级规划师(深圳）'],['position_detail.php?id=39610&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['TEG12-数据中心建筑设计师（深圳）'],['position_detail.php?id=39612&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['SNG16-腾讯音乐Web质量测试工程师（深圳）'],['position_detail.php?id=39598&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['SNG16-全民K歌Android开发工程师（深圳）'],['position_detail.php?id=39600&keywords=&tid=0&lid=0'],['技术类'],['2'],['深圳'],['2018-05-07']
['SNG11-Web前端开发工程师（深圳）'],['position_detail.php?id=39601&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['27092-游戏平台产品经理（深圳）'],['position_detail.php?id=39577&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['23671-前端开发工程师（北京）'],['position_detail.php?id=39578&keywords=&tid=0&lid=0'],['技术类'],['1'],['北京'],['2018-05-07']
['WXG07-412 QQ邮箱交互设计师（广州）'],['position_detail.php?id=39579&keywords=&tid=0&lid=0'],['设计类'],['1'],['广州'],['2018-05-07']
['MIG16-开放平台产品经理（北京）'],['position_detail.php?id=39580&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['北京'],['2018-05-07']
['MIG16-开放平台产品运营经理（北京）'],['position_detail.php?id=39581&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['北京'],['2018-05-07']
['WXG06-113 微信支付事务型开发工程师(深圳)'],['position_detail.php?id=39583&keywords=&tid=0&lid=0'],['技术类'],['4'],['深圳'],['2018-05-07']
['15579-互娱2D角色美术设计(深圳)'],['position_detail.php?id=39571&keywords=&tid=0&lid=0'],['设计类'],['4'],['深圳'],['2018-05-07']
['SD9-Unity3D手游客户端开发工程师(深圳)'],['position_detail.php?id=39572&keywords=&tid=0&lid=0'],['技术类'],['5'],['深圳'],['2018-05-07']
['SD9-UnrealEngine游戏客户端开发工程师(深圳)'],['position_detail.php?id=39573&keywords=&tid=0&lid=0'],['技术类'],['5'],['深圳'],['2018-05-07']
['19867-游戏后台开发工程师（深圳）'],['position_detail.php?id=39574&keywords=&tid=0&lid=0'],['技术类'],['2'],['深圳'],['2018-05-07']
['SNG11-安全运营工程师（深圳）'],['position_detail.php?id=39602&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['SNG03-QQ附近社交功能产品经理（深圳）'],['position_detail.php?id=39603&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['SNG11-组件研发工程师（深圳）'],['position_detail.php?id=39605&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['20772-企鹅影视电视剧文学编辑'],['position_detail.php?id=39594&keywords=&tid=0&lid=0'],['产品/项目类'],['2'],['北京'],['2018-05-07']
['21882-文字编辑'],['position_detail.php?id=39596&keywords=&tid=0&lid=0'],['内容编辑类'],['1'],['北京'],['2018-05-07']
['SNG16-腾讯音乐IOS质量测试工程师（深圳）'],['position_detail.php?id=39597&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['TEG15-计费后台开发工程师（深圳）'],['position_detail.php?id=39599&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['OMG148-房产主编'],['position_detail.php?id=39588&keywords=&tid=0&lid=0'],['内容编辑类'],['1'],['北京'],['2018-05-07']
['SA-腾讯社交广告测试开发工程师（深圳）'],['position_detail.php?id=39590&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['18434-UI视觉设计师（深圳）'],['position_detail.php?id=39591&keywords=&tid=0&lid=0'],['设计类'],['2'],['深圳'],['2018-05-07']
['27092-应用宝游戏用户画像与算法产品经理（深圳）'],['position_detail.php?id=39576&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['MIG15-高级电子工程师'],['position_detail.php?id=39565&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['15579-游戏后台开发工程师（深圳）'],['position_detail.php?id=39566&keywords=&tid=0&lid=0'],['技术类'],['2'],['深圳'],['2018-05-07']
['21228-集换式卡牌游戏英语海外PM（深圳）'],['position_detail.php?id=39567&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['GY0-测试工程师（深圳）'],['position_detail.php?id=39569&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['15712-互娱资深平面设计（深圳）'],['position_detail.php?id=39570&keywords=&tid=0&lid=0'],['设计类'],['1'],['深圳'],['2018-05-07']
['MIG08-大数据平台架构师（北京）'],['position_detail.php?id=39559&keywords=&tid=0&lid=0'],['技术类'],['1'],['北京'],['2018-05-07']
['MIG08-物联网云平台高级工程师（北京）'],['position_detail.php?id=39561&keywords=&tid=0&lid=0'],['技术类'],['1'],['北京'],['2018-05-07']
['MIG12-网络研究工程师（北京/深圳）'],['position_detail.php?id=39562&keywords=&tid=0&lid=0'],['技术类'],['1'],['北京'],['2018-05-07']
['MIG12-网络研究工程师（北京/深圳）'],['position_detail.php?id=39563&keywords=&tid=0&lid=0'],['技术类'],['2'],['深圳'],['2018-05-07']
['22090-推荐策略产品经理（北京）'],['position_detail.php?id=39592&keywords=&tid=0&lid=0'],['产品/项目类'],['2'],['北京'],['2018-05-07']
['22090-高级产品运营（北京）'],['position_detail.php?id=39593&keywords=&tid=0&lid=0'],['产品/项目类'],['2'],['北京'],['2018-05-07']
['21882-文字编辑'],['position_detail.php?id=39595&keywords=&tid=0&lid=0'],['内容编辑类'],['1'],['深圳'],['2018-05-07']
['24491-王者荣耀全球版韩国区域运营（深圳）'],['position_detail.php?id=39582&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['WXG06-113 微信支付事务型开发工程师(广州)'],['position_detail.php?id=39584&keywords=&tid=0&lid=0'],['技术类'],['2'],['广州'],['2018-05-07']
['18428-金融云技术组组长（深圳）'],['position_detail.php?id=39585&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['25663-智慧零售业务项目经理（成都/上海）'],['position_detail.php?id=39586&keywords=&tid=0&lid=0'],['产品/项目类'],['2'],['上海'],['2018-05-07']
['25663-智慧零售业务项目经理（成都/上海）'],['position_detail.php?id=39587&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['成都'],['2018-05-07']
['19116-互联网+视觉设计师（深圳）'],['position_detail.php?id=39589&keywords=&tid=0&lid=0'],['设计类'],['1'],['深圳'],['2018-05-07']
['15583-棋牌游戏运营（深圳）'],['position_detail.php?id=39575&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['MIG15-高级测试工程师'],['position_detail.php?id=39564&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['18425-腾讯区块链Baas平台产品架构师（深圳）'],['position_detail.php?id=39553&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['18425-区块链应用服务开发工程师（深圳）'],['position_detail.php?id=39555&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['18425-腾讯区块链行业方案产品经理（深圳）'],['position_detail.php?id=39556&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['18432-腾讯互联网金融高级法律顾问（北京）'],['position_detail.php?id=39558&keywords=&tid=0&lid=0'],['职能类'],['1'],['北京'],['2018-05-07']
['MIG08-web前端开发工程师（北京）'],['position_detail.php?id=39560&keywords=&tid=0&lid=0'],['技术类'],['1'],['北京'],['2018-05-07']
['SNG03-社交产品运营经理（深圳）'],['position_detail.php?id=39546&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['SNG11-后台运营开发工程师（深圳）'],['position_detail.php?id=39549&keywords=&tid=0&lid=0'],['技术类'],['2'],['深圳'],['2018-05-07']
['18427-理财通金融产品经理（深圳）'],['position_detail.php?id=39550&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['WXG01-321 终端业务拓展BD(深圳/广州）'],['position_detail.php?id=39551&keywords=&tid=0&lid=0'],['市场类'],['1'],['广州'],['2018-05-07']
['18425-腾讯区块链开发平台产品策划经理(深圳)'],['position_detail.php?id=39554&keywords=&tid=0&lid=0'],['产品/项目类'],['2'],['深圳'],['2018-05-07']
['BJ-员工福利配套运营经理'],['position_detail.php?id=39538&keywords=&tid=0&lid=0'],['职能类'],['1'],['北京'],['2018-05-07']
['SNG16-全民K歌海外版产品经理（深圳）'],['position_detail.php?id=39541&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['SNG10-即通用户设计部-交互设计师（深圳）'],['position_detail.php?id=39542&keywords=&tid=0&lid=0'],['设计类'],['2'],['深圳'],['2018-05-07']
['26563-高级后台开发工程师(深圳）'],['position_detail.php?id=39543&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['26563-高级PC客户端开发工程师(深圳）'],['position_detail.php?id=39545&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['15581-欢乐斗地主手机版客户端开发工程师（深圳）'],['position_detail.php?id=39547&keywords=&tid=0&lid=0'],['技术类'],['3'],['深圳'],['2018-05-07']
['WXG04-211 微信小游戏平台运营经理'],['position_detail.php?id=39535&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['广州'],['2018-05-07']
['MIG03-应用宝UI视觉设计师'],['position_detail.php?id=39536&keywords=&tid=0&lid=0'],['设计类'],['1'],['深圳'],['2018-05-07']
['BJ-员工福利运营经理'],['position_detail.php?id=39537&keywords=&tid=0&lid=0'],['职能类'],['1'],['北京'],['2018-05-07']
['MIG12-数据平台后台开发工程师（深圳）'],['position_detail.php?id=39539&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['18402-MMORPG手游数据分析（深圳）'],['position_detail.php?id=39540&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['22090-Android开发工程师（深圳）'],['position_detail.php?id=39527&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['22090-IOS开发工程师（深圳）'],['position_detail.php?id=39528&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['18425-乘车码产品运营经理'],['position_detail.php?id=39529&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['MIG09-大数据高级研发工程师-用户画像'],['position_detail.php?id=39530&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['MIG15-腾讯叮当商务拓展经理'],['position_detail.php?id=39531&keywords=&tid=0&lid=0'],['市场类'],['1'],['深圳'],['2018-05-07']
['MIG09-QQ浏览器资讯推荐算法高级工程师（北京）'],['position_detail.php?id=39532&keywords=&tid=0&lid=0'],['技术类'],['1'],['北京'],['2018-05-07']
['16175-移动终端开发工程师'],['position_detail.php?id=39533&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['OMG192-腾讯广告渠道销售经理（广州）'],['position_detail.php?id=39534&keywords=&tid=0&lid=0'],['市场类'],['1'],['广州'],['2018-05-07']
['23675-IOS客户端开发（北京）'],['position_detail.php?id=39523&keywords=&tid=0&lid=0'],['技术类'],['1'],['北京'],['2018-05-07']
['23675-后台开发（北京）'],['position_detail.php?id=39524&keywords=&tid=0&lid=0'],['技术类'],['2'],['北京'],['2018-05-07']
['21089-英雄联盟游戏运营（深圳）'],['position_detail.php?id=39525&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['27087-国际市场商务拓展经理-版权内容方向（深圳）'],['position_detail.php?id=39526&keywords=&tid=0&lid=0'],['市场类'],['1'],['深圳'],['2018-05-07']
['SA-腾讯社交广告SMB旅游行业经理（深圳）'],['position_detail.php?id=39516&keywords=&tid=0&lid=0'],['市场类'],['1'],['深圳'],['2018-05-07']
['18402-休闲手游版本管理及本地化（深圳）'],['position_detail.php?id=39518&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['SNG03-短视频内容运营经理（深圳）'],['position_detail.php?id=39519&keywords=&tid=0&lid=0'],['产品/项目类'],['2'],['深圳'],['2018-05-07']
['15602-日漫项目组文案策划（深圳）'],['position_detail.php?id=39521&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['15602-回合制数值策划（深圳）'],['position_detail.php?id=39522&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['15585-互娱后台程序开发（深圳）'],['position_detail.php?id=39512&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['23675-投资分析经理（北京）'],['position_detail.php?id=39514&keywords=&tid=0&lid=0'],['市场类'],['1'],['北京'],['2018-05-07']
['TEG14-云网络高级研发工程师（深圳）'],['position_detail.php?id=39515&keywords=&tid=0&lid=0'],['技术类'],['3'],['深圳'],['2018-05-07']
['SNG11-推荐/广告后台开发工程师（深圳）'],['position_detail.php?id=39517&keywords=&tid=0&lid=0'],['技术类'],['2'],['深圳'],['2018-05-07']
['MIG03-语音识别工程师（深圳）'],['position_detail.php?id=39504&keywords=&tid=0&lid=0'],['技术类'],['2'],['深圳'],['2018-05-07']
['27087-双百计划投资公司市场运营经理（深圳）'],['position_detail.php?id=39509&keywords=&tid=0&lid=0'],['市场类'],['1'],['深圳'],['2018-05-07']
['19332-高级Web后台开发工程师(上海)'],['position_detail.php?id=39511&keywords=&tid=0&lid=0'],['技术类'],['3'],['上海'],['2018-05-07']
['25927-高级安卓虚拟化工程师（上海）'],['position_detail.php?id=39513&keywords=&tid=0&lid=0'],['技术类'],['1'],['上海'],['2018-05-07']
['27087-高级广告算法工程师 （深圳）'],['position_detail.php?id=39498&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['MIG03-测试开发工程师（北京）'],['position_detail.php?id=39500&keywords=&tid=0&lid=0'],['技术类'],['2'],['北京'],['2018-05-07']
['MIG03-车联网车厂合作项目品质管理工程师（北京）'],['position_detail.php?id=39501&keywords=&tid=0&lid=0'],['技术类'],['2'],['北京'],['2018-05-07']
['18402-MMORPG手游数据分析（深圳）'],['position_detail.php?id=39486&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['18402-MMO手游本地化运营（深圳）'],['position_detail.php?id=39487&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['15602-3D动作设计师（深圳）'],['position_detail.php?id=39488&keywords=&tid=0&lid=0'],['设计类'],['1'],['深圳'],['2018-05-07']
['CG-运营类服务器部件采购商务主管'],['position_detail.php?id=39489&keywords=&tid=0&lid=0'],['职能类'],['3'],['深圳'],['2018-05-07']
['CG-运营类采购商务主管（ODM/OEM）'],['position_detail.php?id=39490&keywords=&tid=0&lid=0'],['职能类'],['2'],['深圳'],['2018-05-07']
['26699-智慧零售高级市场传播经理'],['position_detail.php?id=39492&keywords=&tid=0&lid=0'],,['1'],['深圳'],['2018-05-07']
['25927-移动游戏高级测试开发工程师（成都）'],['position_detail.php?id=39477&keywords=&tid=0&lid=0'],['技术类'],['1'],['成都'],['2018-05-07']
['21228-集换式卡牌游戏数据分析（深圳）'],['position_detail.php?id=39478&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['21228-集换式卡牌游戏市场与合作（深圳）'],['position_detail.php?id=39479&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['21228-集换式卡牌游戏电竞赛事运营（深圳）'],['position_detail.php?id=39480&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['22090-短视频产品经理（深圳）'],['position_detail.php?id=39502&keywords=&tid=0&lid=0'],['产品/项目类'],['2'],['深圳'],['2018-05-07']
['MIG09-QQ浏览器大资讯高级后台开发工程师'],['position_detail.php?id=39503&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['27087-众创空间区域运营经理（北京）'],['position_detail.php?id=39506&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['北京'],['2018-05-07']
['24491-王者荣耀全球版-资深项目经理（深圳）'],['position_detail.php?id=39491&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['27087-商业化产品运营(北京）'],['position_detail.php?id=39494&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['北京'],['2018-05-07']
['27087-投后管理内容运营产品经理（深圳）'],['position_detail.php?id=39496&keywords=&tid=0&lid=0'],['产品/项目类'],['1'],['深圳'],['2018-05-07']
['27087-高级广告后台工程师（深圳）'],['position_detail.php?id=39497&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['27087-高级前端广告工程师（深圳）'],['position_detail.php?id=39499&keywords=&tid=0&lid=0'],['技术类'],['1'],['深圳'],['2018-05-07']
['WXG10-321 企业微信商务推广经理（上海-政府方向）'],['position_detail.php?id=39483&keywords=&tid=0&lid=0'],['市场类'],['1'],['上海'],['2018-05-07']
['15602-手游3D场景设计（深圳）'],['position_detail.php?id=39484&keywords=&tid=0&lid=0'],['设计类'],['1'],['深圳'],['2018-05-07']
